product_id,product_title,product_description
B07MTPQ1PC,Sakura Killers,
B010Q1XD1U,"Rinnai RUCS65IN Tankless Hot Water Heater, 6.5 GPM, Natural Gas, Indoor Installation",
B00G8WLX14,NOCO GC019 12-Volt Adapter Plug Socket With 12-Foot Extension Cord,
B00CTNYLS8,Robin Hood: 40th Anniversary Edition (Blu-ray + DVD + Digital Copy),
B014EYMNB6,"Hyperikon T8 T10 T12 3 Foot LED Tube, 14W=36W, Ballast Compatible, Clear Lens, UL, Daylight White, 4 Pack","<p><strong>Hyperikon T8 LED Tube Lights 3ft - 14W, Clear</strong></p> <p>Hyperikon T8 LED 3FT Tube Lights offer the highest standard in commercial lighting. These clear LED tube lights are compatible with T8 fixtures. <br /><br /></p> <p>These LED tubes are available in varying pack sizes and color temperatures allowing you to customize your installation. Hyperikon shatterproof LED lights are ideal for both indoor and outdoor applications, with an operating temperature range of -25°F to 140°F. Hyperikon 3ft LED tubes are a premium choice for these applications and more:</p> <ul> <li>Kitchen lighting</li> <li>School buildings, classrooms and hallways</li> <li>Grocery stores and retailers</li> <li>Office ceiling lights</li> <li>Hospitals and healthcare provider offices</li> <li>Workspace and warehouse lighting</li> <li>Basement and parking garage LED lights</li> </ul> <p><strong>The Hyperikon Standard</strong></p> <p>At Hyperikon we strive to set new standards not only with the quality of our products, but also with the quality of our customer service. Hyperikon LED tube lights are covered under our 5-Year Warranty, meaning we've got you covered no matter what. Our customer service team is available to answer questions and solve problems. We are committed to our customers and achieving 100% customer satisfaction.</p>r satisfaction. </p>"
B01C4N46MS,"Hyperikon T8 2 Foot LED Tube, T10 T12 25 Watt Fluorescent (8W), Dual Ended, Frosted Lens, UL, Crystal White, 4 Pack","<p><strong>Hyperikon T8 2ft LED Bulbs - 8W, Frosted<br /></strong>Hyperikon’s 2ft LED tubes offer the highest standard in commercial and residential lighting. These Frosted LED tube lights are compatible with most existing fixtures. Fluorescent replacement is simple-- an LED retrofit can be done easily with a ballast bypass (direct wire) installation. They are UL- and DLC-qualified to ensure the highest quality and safety standards and provide rebate eligibility!</p> <p>These 2ft LED bulbs are available in a selection of color temperatures (4000K or 5000K) and covers (frosted or Frosted) to fit your installation needs. Hyperikon 24 inch LED tubes are shatterproof and feature an operating temperature of -25°F to 140°F. With 1000 lumens and an efficacy of 125 lumens/watt or more, our 2ft tubes offer superior brightness for your home or business. This makes our 2ft LED bulbs ideal for applications such as:</p> <ul> <li>Under cabinet, ceiling fixture or accent kitchen lighting</li> <li>Shop lighting for garage, warehouse, or workspace</li> <li>Refrigerators, displays and storefronts</li> <li>School buildings, classrooms and hallways</li> </ul> <p><strong>The Hyperikon Standard<br /></strong>At Hyperikon we strive to set new standards not only with the quality of our products, but also with the quality of our customer service. Hyperikon LED tube lights are covered under our 5-Year Warranty, meaning we’ve got you covered no matter what. Our customer US based service team is available to answer questions and solve problems. We are committed to our customers and achieving 100% customer satisfaction.</p>"
B01C4N4876,"Hyperikon T8 2 Foot LED Tube, T10 T12 25 Watt Replacement (8W), Dual Ended, Clear Lens, UL, Crystal White, 4 Pack","<p><strong>Hyperikon T8 2ft LED Bulbs - 8W, Clear<br /></strong>Hyperikon’s 2ft LED tubes offer the highest standard in commercial and residential lighting. These clear LED tube lights are compatible with most existing fixtures. Fluorescent replacement is simple-- an LED retrofit can be done easily with a ballast bypass (direct wire) installation. They are UL- and DLC-qualified to ensure the highest quality and safety standards and provide rebate eligibility!</p> <p>These 2ft LED bulbs are available in a selection of color temperatures (4000K or 5000K) and covers (frosted or clear) to fit your installation needs. Hyperikon 24 inch LED tubes are shatterproof and feature an operating temperature of -25°F to 140°F. With 1150 lumens and an efficacy of 143 lumens/watt or more, our 2ft tubes offer superior brightness for your home or business. This makes our 2ft LED bulbs ideal for applications such as:</p> <ul> <li>Under cabinet, ceiling fixture or accent kitchen lighting</li> <li>Shop lighting for garage, warehouse, or workspace</li> <li>Refrigerators, displays and storefronts</li> <li>School buildings, classrooms and hallways</li> </ul> <p><strong>The Hyperikon Standard<br /></strong>At Hyperikon we strive to set new standards not only with the quality of our products, but also with the quality of our customer service. Hyperikon LED tube lights are covered under our 5-Year Warranty, meaning we’ve got you covered no matter what. Our customer US based service team is available to answer questions and solve problems. We are committed to our customers and achieving 100% customer satisfaction.</p>"
B01DM7FVC4,"LightingWill LED T8 Light Tube 3FT, Warm White 3000K-3500K, Dual-End Powered Ballast Bypass, 2000Lumens 15W (32W Fluorescent Equivalent), Frosted Cover, AC85-265V Lighting Tube Fixtures, 4 Pack","<b>About LightingWill</b><br> LightingWill is established since 2009. Professional LED manufacturer, specially in LED lighting products and accessories.<br> The objective of Lightingwill is to offer superior quality LED items to our clients, and enjoy a bright and comfortable life.<br> <br> LightingWill T8 LED Tube Light provides high performance, long life and energy savings in a simple, conventional looking fixture.<br> They can be replaced with any existing fixtures easily.<br> Due to high quality material and reasonable design, they are not breakable and won't release the potentially harmful gas while fluorescent bulbs do.<br> This LED fluorescent tube is widely used in offices, plazas, hospitals, hotels, subways, terminal buildings, schools and so on.<br> <br> <b>Specification:</b><br> ◆ Tube Type: T8<br> ◆ Base Type: G13<br> ◆ Tube Length: 3ft<br> ◆ Luminous Flux: 1600Lum<br> ◆ Color temperature: Warm White 3000k-3500k<br> ◆ Input voltage: 85-265V<br> ◆ Wattage: 15W<br> ◆ Beam Angle: 120°<br> ◆ Material type: Aluminum + PC <br> ◆ Dimmable: Non-dimmable<br> ◆ Operate temperature: (-25℃ to 50℃ )<br> ◆ Certification: RoHS-compliant, CE and FCC<br> <br> <b>Installation Guide</b><br> 1.Make sure the tube fixture is in power failure.<br> 2.Remove the T8 fluorescent tube.<br> 3.Disconnect wires to ballast and starter(for inductance ballast tube).<br> 4.Install LightingWill T8 LED Tube Light.<br> 5.Reconnect wires in the circuit.<br> <br> <b>For More Types T8 LED Tube Fixtures, Please Search These Asin on Amazon.</b><br> For 2Ft Tubes,please search B01DM7FE4Y.<br> For 3Ft Tubes,please search B01DM7FSQ8.<br> For 4Ft Tubes,please search B01DM7G4KM.<br>"
B01H2HOW7A,"Goodlite G-83408 9W 24"" T12 & T8 Fluorescent Replacement. Universal Direct OR Bypass T8 LED Light Bulb. One side power or two side power, Super White 5000k,",
B01L7UOE94,"Goodlite G-83457 9W 24"" T12 & T8 Fluorescent Replacement. Universal Direct OR Bypass T8 LED Light Bulb. One side power or two side power,Clear Cool White 4000k,",
B01N099I9F,"NYLL - 2 FT/ 24"" Plug & Play LED Tube - Daylight (6000K) T8 LED Lamp Directly Relamp 17W 20W Fluorescent Bulb FO17, F17T8, F18T8, F24”T8, F20T12 (Without rewiring or Modification) - Ballast Required!","2 FT T8 LED lamp directly relamp fluorescent bulbs FO17, F17T8, F18T8, F24”T8, F20T12, L18W without rewiring or modification. It's a Plug and play product from our ""Relamp Series"" when switching to LED lighting. T8 LED bulb works with traditional magnetic ballasts and modern electronic ballasts in the market, so you can plug it in and quickly enjoy bright lighting. It's fully compatible with Instant Start, Programmed Start, Rapid Start ballasts and magnetic ballasts. <br> <br> Installing the lamp, as easy as changing a bulb: <ol> <li>Turn power OFF before installation</li> <li>Remove the existing lamp</li> <li>Install LED T8/T12 Tube</li> <li>Switch on power</li> </ol> <br> General Specifications:<br> <br> <ul> <li>Energy saving of 41% from 17 watts to 10 watts with 1100 lumens output</li> <li>All plastic diffuser and construction for better light distribution, less spot reflections</li> <li>Long life span of > 50,000+ hours</li> <li>High lumen output > 110 lumens/watt</li> <li>Available in 2700, 4100, 5000, 6000 Kelvin</li> <li>Uses 10 watts = 17 to 20 watts equivalent</li> <li>1 bulbs per package</li> <li>1100 lumens</li> <li>Nominal length 24-inch T8 (1-inch diameter)</li> <li>Maximum overall length (M.O.L): Approx. 23.78” with pins</li> <li>T8 bulb shape, medium bi-pin base, 13 mm pin spacing</li> <li>Technical description: F17T8, FO17, F18T8, F24”T8, F20T12, L18W</li> <li>Perfect for Desk and Task lamp lighting</li> <li>Ideal for general purpose applications including bathrooms and kitchens</li> <li>Works with electronic and magnetic ballast only!</li> <li>Ballast operated lamp, not bypass compatible</li> </ul> <br> Equivalent replacement for: <br> <br> <ul> <li>F15T8/CW/24</li> <li>F17T8</li> <li>FO17</li> <li>F18T8</li> <li>F24T8</li> <li>F20T12</li> <li>L18W/827</li> <li>L18W/830</li> <li>L18W/840</li> <li>L18W/865</li> </ul>"
B07CN9726Q,"3FT LED Tube Light, 14W(30W Equiv), 1600LM High Bright T8 LED Light Bulbs, 5000K Daylight, Require Ballast Bypassing, Double Ended Power, Clear Cover, F30T12 Fluorescent Replacement (4 Pack)","<p><strong>3FT T8 T10 LED Tube Light, Romwish 36"" 14W(30W-40W Equiv.) LED Light Bulbs, F30T8 CW Fluorescent Replacement, Dual-End Powered, 5000K Daylights, 1600LM, Ballast Bypass, Clear Cover(Pack of 4)</strong></p> <p><b>About ROMWISH: </b><br> ROMWISH is a professional manufacturer, which established in 2008 and dedicated in design, development, production and sales of LED Tube Lights, Bulbs, Flood lights, Down lights. We are committed to provide professional satisfying LED lights solutions, efficiency high quality products, environmental friendly and warm new lighting experience.. <br> Welcome to search '<b>ROMWISH</b>' on Amazon to find more LED products :)<br> </p> <p><strong>Specifications: </strong><br /> Power: 14W<br /> Luminous Flux: 1600LM<br /> LEDs: 72PCS SMD 2835 Epistar LED Chips<br /> Input Voltage: AC85-265V 50/60Hz<br /> Color Temperature: 5000K Day White<br /> Is Dimmable: No<br /> Beam Angle: 180 Degree<br /> Length: 3FT<br /> LED Working Temperature:-30-50 degree<br /> Color Rendering Index(CRI): 80<br /> Material: High Strength Aluminum<br /> Life Span: 50000 Hours<br /> Lamp Net Weight: 0.326lbs/ 0.148g<br /> Warranty: 3 years<br /> <br /> <strong>Packing:</strong> <br /> 4 x 3FT LED Tube Light<br>1 x Instruction Manual </p>"
B07CNK1HB3,"4FT LED Light Bulbs, 18W(40W Equivalent), 2000 Lumens, 5000K Daylight LED Light Tube, Double-Ended Power, Ballast Bypass, Frosted Cover, F48T8 Fluorescent Replacement-(25 Pack)","<p><strong>LED Tubes to Replace Fluorescent. Tubes, Romwish 48"" 18W(40W Equivalent) 4FT LED Tube Light Fixture T8, 5000K Daylight, 2000LM, Double End Powered, G13 Base, Ballast Bypass, Frosted Cover(25 Pack)</strong></p> <p><b>About ROMWISH: </b><br> ROMWISH is a professional manufacturer, which established in 2008 and dedicated in design, development, production and sales of LED Tube Lights, Bulbs, Flood lights, Down lights. We are committed to provide professional satisfying LED lights solutions, efficiency high quality products, environmental friendly and warm new lighting experience.. <br> Welcome to search '<b> ROMWISH </b>' on Amazon to find more LED products :)</p> <p><b>Specifications: </b></p> <p><strong>Power</strong>: 18W<br> <strong>Luminous Flux</strong>: 2000LM<br> <strong>LEDs</strong>: 96PCS SMD 2835 Epistar LED Chips <br> <strong>Input Voltage</strong>: AC85-265V 50/60Hz <br> <strong>Color Temperature</strong>: 5000K Daylight <br> <strong>Is Dimmable</strong>: No<br> <strong>Beam Angle</strong>:270 Degree<br> <strong>Base</strong>: Two Pins G13<br> <strong>Length</strong>: 4FT LED <br /> <strong>Working Temperature</strong>:-30-50 degree<br> <strong>Color Rendering Index(CRI)</strong>: 80<br> <strong>Material</strong>: High Strength Aluminum<br> <strong>Lifespan</strong>: 50000 Hours<br> <strong>Lamp Net Weight</strong>: 0.32kg<br> <strong>Warranty</strong>: 3 years unlimited</p> <p><b>Packing:</b> </p> <p>25 * 18W 4FT T8 LED Tube Light </p>"
B07CNNHSHM,"4FT LED Light Bulbs, 18W(40W Equivalent), 2000LM, 6000K Cool White, Double-Ended Power, Ballast Bypass, 360 Degrees Glowing, Frosted Cover, 4 Foot T8 T10 T12 Fluorescent Bulb Replacement (25-Pack)","<p><strong>LED Tube Light Frosted, Romwish 48"" 18W(40W Replacement) 4FT LED Light Bulbs T8, 6000Kelvin Cool White, 2000Lumens, Dual-End Powered, Two Pin G13 Base, Works without Ballast, Frosted Cover(25 Pack)</strong></p> <p><b>About ROMWISH: </b><br> ROMWISH is a professional manufacturer, which established in 2008 and dedicated in design, development, production and sales of LED Tube Lights, Bulbs, Flood lights, Down lights. We are committed to provide professional satisfying LED lights solutions, efficiency high quality products, environmental friendly and warm new lighting experience.. <br> Welcome to search '<b> ROMWISH </b>' on Amazon to find more LED products :)</p> <p><b>Specifications: </b></p> <p><strong>Power</strong>: 18W<br> <strong>Luminous Flux</strong>: 2000LM<br> <strong>LEDs</strong>: 96PCS SMD 2835 Epistar LED Chips <br> <strong>Input Voltage</strong>: AC85-265V 50/60Hz <br> <strong>Color Temperature</strong>: 6000K Cool White<br> <strong>Is Dimmable</strong>: No<br> <strong>Beam Angle</strong>:270 Degree<br> <strong>Base</strong>: Two Pins G13<br> <strong>Length</strong>: 4FT LED <br /> <strong>Working Temperature</strong>:-30-50 degree<br> <strong>Color Rendering Index(CRI)</strong>: 80<br> <strong>Material</strong>: High Strength Aluminum<br> <strong>Lifespan</strong>: 50000 Hours<br> <strong>Lamp Net Weight</strong>: 0.32kg<br> <strong>Warranty</strong>: 3 years unlimited</p> <p><b>Packing:</b> </p> <p>25 * 18W 4FT T8 LED Tube Light </p>"
B07N4QGL1W,"Philips LED MainsFit Ballast Bypass 2-Foot T8 Tube Glass Light Bulb, 1100-Lumen, Cool White Light (4000K), 8.5W=17W, Medium Bi-Pin G13 Base, Frosted, 4-Pack",
B07PDHDMJ1,"4FT LED Light Bulbs, 18W(40W Equivalent), 2000 Lumens, 5000K Daylight LED Light Tube, Double-Ended Power, Ballast Bypass, Frosted Cover, F48T8 Fluorescent Replacement-(25 Pack)","<p><strong>LED Tubes to Replace Fluorescent. Tubes, Romwish 48"" 18W(40W Equivalent) 4FT LED Tube Light Fixture T8, 5000K Daylight, 2000LM, Double End Powered, G13 Base, Ballast Bypass, Frosted Cover(25 Pack)</strong></p> <p><b>About ROMWISH: </b><br> ROMWISH is a professional manufacturer, which established in 2008 and dedicated in design, development, production and sales of LED Tube Lights, Bulbs, Flood lights, Down lights. We are committed to provide professional satisfying LED lights solutions, efficiency high quality products, environmental friendly and warm new lighting experience.. <br> Welcome to search '<b> ROMWISH </b>' on Amazon to find more LED products :)</p> <p><b>Specifications: </b></p> <p><strong>Power</strong>: 18W<br> <strong>Luminous Flux</strong>: 2000LM<br> <strong>LEDs</strong>: 96PCS SMD 2835 Epistar LED Chips <br> <strong>Input Voltage</strong>: AC85-265V 50/60Hz <br> <strong>Color Temperature</strong>: 5000K Daylight <br> <strong>Is Dimmable</strong>: No<br> <strong>Beam Angle</strong>:270 Degree<br> <strong>Base</strong>: Two Pins G13<br> <strong>Length</strong>: 4FT LED <br /> <strong>Working Temperature</strong>:-30-50 degree<br> <strong>Color Rendering Index(CRI)</strong>: 80<br> <strong>Material</strong>: High Strength Aluminum<br> <strong>Lifespan</strong>: 50000 Hours<br> <strong>Lamp Net Weight</strong>: 0.32kg<br> <strong>Warranty</strong>: 3 years unlimited</p> <p><b>Packing:</b> </p> <p>25 * 18W 4FT T8 LED Tube Light </p>"
B083FB3GRH,"4FT LED Light Bulbs, 18W(40W Equivalent), 2000LM High Brightness, 5000K Daylight, Double Ended Power, Require Ballast Bypassing, 48 Inch T8 T10 T12 Fluorescent Light Bulbs Replacement (4 Pack)",4FT LED Light Bulbs
B085WSWR79,"4FT LED Light Bulbs,2000LM 5000K Daylight 18W(40W Equivalent),48 Inch T8 T10 T12 Fluorescent Tube Lights Replacement,Dual-end Powered,Ballast Bypass,360 Degrees Glowing,Clear Cover (4 Pack)",4FT LED Light Bulbs
B08CH492PS,"4FT LED Light Bulbs, 22W(45 Equivalent), 2200LM 6000k, Dual-End Powered, Ballast Bypass, 360 Degrees Glowing, Clear Cover, 4 Foot Fluorescent Tube Replacement(4 Pack)","4FT T8 T10 T12 LED Light Tubes,22W(45W Equivalent),2000LM,6000K,Dual-End Powered,Ballast Bypass,4 Foot Fluorescent Bulbs Replacement,360 Degrees Glowing,Clear Cover"
B000E892Z2,"Sentry Solutions Tuf-Cloth Pouch 12"" x 12"" lint Free Cloth, Red (91010)",
B000Q82HSY,Sentry Solutions Tuf-Glide Needle Applicator 0.5 OZ,
B000Q85ORK,Sentry Armors kit,
B001G0Y6J4,"Sentry Solutions Marine Tuf-Cloth Pouch 12"" x 12"" lint free cloth",
B004NEDR9A,Sentry Solutions Tuf-Glide 4 OZ Spray Bottle,
B004UVP68Q,Sentry Gear Care Kit,
B004UVP7DA,Sentry Solutions Marine Tuf-Glide Needle Applicator 0.5 OZ,
B004UVP7DU,"Sentry Solutions Marine Tuf-Cloth Jar - 12"" x 12"" link free cloth",
B004UVP7EE,"Sentry Solutions Tuf-Cloth Jar 12"" x 12"" lint Free Cloth",
B0062Y9BLM,Sentry Solutions Tuf-Glide Pen Applicator 0.25 OZ,
B00MAPG782,ESEE Izula Fixed Blade Knife w/ Molded Polymer Sheath and Clip Plate (Dark Earth Finish/Black Sheath),
B015AHB1P0,ESEE Knives 6P Fixed Blade Knife w/Molded Polymer Sheath (Dark Earth Blade/Black Sheath),
B079SGP5G4,"ESEE Authentic JUNGLAS Survival Knife, Kydex Sheath, MOLLE Backing (Black Blade, Junglas II)",
B079SJB2K3,"ESEE Authentic JUNGLAS-E Survival Knife, Kydex Sheath, MOLLE Backing",
B07C342WXC,"ESEE 4P Survival Fixed Blade Knife, OEM Sawtooth Handle Design, Coyote Brown Sheath","<b>ESEE 4P Survival Fixed Blade Knife, OEM Sawtooth Handle Design </b><br><br> The ESEE-4 is the perfect fixed blade outdoor knife. The ESEE Model 4 was designed by Jeff Randall and Mike Perrin as an all-around tactical, survival and bushcraft knife. This is a survival knife in the truest sense of the word. It is capable of many outdoor tasks including field dressing and preparation of medium to large-sized game. It's drop point blade edge is sharpened to approximately 20 degrees with an overall length of 9.0"". It has been put to the test many times by military, law enforcement and adventurers all over the world, whether in Randall’s Adventure & Training survival school, carried by SOF in combat, or strapped to a hikers backpack. If you need a hard use knife, you want an ESEE-4.<br><br><b> Specifications: </b><br><br> Overall Length: 9.0 Inches<br> Cutting Edge Length: 4.1 Inches<br> Blade Length: 4.5 Inches<br> Blade Width: 1.25 Inches<br> Weight (Knife Only): 7.8 Ounces<br> Blade Style: Drop Point<br> Maximum Thickness: .188 Inches<br> Blade Material: 1095 Carbon Steel, 55 – 57 RC<br>Blade Finish: Black Powder Coat<br>Handle Material: G10<br>Handle Design: Sawtooth Tri-Color (Olive Drab, Coyote Brown, and Black)<br>Sheath: Injection Molded Polymer<br>Belt Clip: Ambidextrous Polymer/Metal Clip Plate<br>Pommel: Rounded w/ Lanyard Hole <BR><BR><B> Care/Maintenance: </B> ESEE carbon steel knives are made from 1095 steel. While 1095 is a top choice for cutlery designed for hard use, it will rust and stain if not properly cared for - especially on the cutting edge and around the laser engraving. It is the user's responsibility to keep the blades properly lubricated and cleaned. We suggest using a dry film rust inhibitor such as TUF-GLIDE or TUF-CLOTH. <BR><BR><B> ESEE Warranty:</B>No Questions Asked Warranty on all 1095 carbon steel knives. If you break it, send it back and we'll replace it. Does not cover rust or normal wear and tear. <BR><BR><B> Made In The USA!</B>"
B07L38LMPG,KPL Knife Pivot Lube Knife Oil,"KPL was designed from the ground up to work better on knives than anything else. We formulated the product to seep easily between low tolerance parts while remaining highly protective of bearings, races, detents and blades. Whether you are obsessed with fall-shut framelocks, into buttery bronze washer pivots, or just the kind of person who takes great care of their tools, KPL will not let you down. KPL protects your investment. Synthetic lubricants prevent galling, wear, corrosion and pitting. Our formula lasts longer and stays in place better than our competitors. Speed was a key consideration in formulating our product. Your knife will deploy better and faster without the downsides associated with ""thin"" oils sold by our competitors."
B07ZCRFLHD,"LONGADS 2 Packs RV Propane Hoses with Gauge, 15 Inch Stainless Steel Braided Camper Tank Hose,Rv lp Gas Hoses Connector for Standard Two-Stage Regulator, 40Lb 250PSI, 1/4 NPT /QCC1 Fittings","2 Pack 1/4"" NPT RV Propane Pigtail Hoses with Gauge , 15 Inch Stainless Steel Braided Propane Tank Pigtail Connector for Standard Two-Stage Regulator, 40Lb 250PSI,Male 1/4 NPT /QCC1 Fittings"
B00C96CGN2,OtterBox Commuter Series Case for Samsung Galaxy S4 - Carrier Packaging - Black,
B00FFZD2NW,OtterBox Preserver Series Waterproof Case for Samsung GALAXY S4 - Retail Packaging - Permafrost (Slate Gray/White/Breeze Blue),
B00INRH9N8,Otterbox Commuter Series Case for Samsung Galaxy S4 - Retail Packaging - Lime Green,
B00N1G35N4,"JETech Case for Samsung Galaxy S4, Protective Cover (Black)",
B0115820EE,kwmobile TPU Case Compatible with Samsung Galaxy S4 - Case Soft Slim Smooth Flexible Protective Phone Cover - Black Matte,"kwmobile stands for modern, practical and affordable gadgets for smartphones, tablets and other electronic devices. We offer the perfect accessories for a variety of manufacturers' brands and models.<ul></ul><ul></ul><b>Details</b><ul></ul><ul><li>COMPATIBILITY: Compatible with Samsung Galaxy S4</li><li>SOFT TOUCH: Soft and flexible material provides an attractive covering while feeling smooth to the touch</li><li>PERFECT FIT: Designed to fit perfectly with precise cutouts for easy access to all buttons, ports and camera</li><li>PROTECTION: Shock-absorbing TPU rubber provides cushioning from shocks, falls, drops, scratches and bumps</li><li>SLIM DESIGN: Made to slide in and out of pockets easily while providing protection</li></ul><b>Scope of Delivery</b><ul></ul><ul><li>1x Case Compatible with Samsung Galaxy S4</li></ul>"
B01FJ8X694,"WOLLONY Galaxy S4 Case, Rugged Hybrid Dual Layer Hard Shell Armor Protective Back Case Shockproof Cover for Galaxy S4 Case - Slim Fit - Heavy Duty - Impact Resistant Bumper(Deep Blue)","<b>The Wollony Back Armor Case is precisely designed to give extra protection for your Samsung Galaxy S4, to help it survive the most challenging of life’s adventures.</b><br> 1.Offering added impact protection, the lightweight case is moulded to precisely fit your Galaxy S4, guarding against drops, bumps and knocks.<br> 2.Fully-covered edges and corners provide an extra layer of defence, while the specially textured sides give you added grip when you’re on the go.<br> 3.Subtly raised screen borders guard your screen against impact from drops and scratches when placed face down.<br> <br> <b>Features:</b><br> <br> 1.100% brand new and high quality.<br> 2.Material:TPU + PC.<br> 3.Easy, snap on/off installation.<br> 4.Multi-Color for your choose:Black,Gold,Deep blue,Grey,Mint,Rose Gold,Red.<br> 5.Compatible with: Samsung Galaxy S4.<br> <br> <b>Package Includes:</b><br> 1 x Rugged Hybrid Samsung Galaxy S4 Armor Case Cover<br> <br> <b>Our Wollony Pursuit: Dedicate to providing you preferably with satisfactory products and servicing more intimately.<br><br> Make You Happy Everyday! Choose us,Choose happy!</b>"
B07CN179F3,"Galaxy S4 Case,Samsung Galaxy S4 Case with Flower,LUOLNH Slim Shockproof Clear Floral Pattern Soft Flexible TPU Back Cover for Samsung Galaxy S4 I9500 I9505 (Purple)","<b>Specification:</b><br> Material: Exclusively made by the TPU Material which carries on with SUPER Clear, Ultra Slim, Lightweight and Characterized by shock resistance, buffer function and durable service<br> Compatible Brand: For Samsung<br> Compatible Model: For Samsung Galaxy S4<br> <b>Features:</b><br> Keep the back and side of your device from scratches, scrapes and fingerprints and yet durable & lightweight case.<br><br> <b>Package Includes:</b><br> 1x Case Cover for Samsung Galaxy S4<br><br> <b>Please Note:</b> Accessories ONLY, Phone not included.<br>"
B07HFBF2XM,"Samsung Galaxy S21 Ultra 5G Case with HD Screen Protector, Atump 360° Rotation Ring Kickstand [Military Grade] Dual Layer Shock Absorption Protective Case for Samsung Galaxy S21 Ultra,Blue","Atump Fashion Luxury Military Grade Samsung Galaxy S21 Ultra Case 15Ft. Drop Tested Case for Convenience Your Life!!!<b>Atump Case for Samsung Galaxy S21 Ultra<br></b><br><br>💎Made of premium TPU and PC shell with rubber side,<br>💎providing full protection from dust, dirt, scratches, drops or bumps,<br>💎Military-grade case for Samsung Galaxy S21 Ultra has enhanced drop protection,<br>💎Great for men & women.<br><br><br><b>Fits Perfectly and Designed for Samsung Galaxy S21 Ultra</b><br><br><br>👍Precisely calculated cuts and sensitive buttons.<br>👍Cares for every detail with precise cutouts<br>👍Allow easy access to all ports, speakers, cameras, buttons, and other functions.<br>👍Full protection for your device with a slim design.<br><br><br><br><br><b>?Frequently asked questions (FAQ)</b><br><br><br><br>Question 1: Does it compatible with Samsung Galaxy S21 Ultra?<br><br>Answer: It fits Samsung Galaxy S21 Ultra, but Not for other phone model. Please check your phone model before buying this case, many thanks!<br><br>Question 2: Will the case support wireless charging?<br><br>Answer: No, the case does not allow for wireless charging. Please remove it before placing it on a wireless charger.<br><br>Question 3: Does this come with a tempered glass screen protector?<br><br>Answer: Yes, every case package comes with 2 pieces of high-quality free tempered glass screen protector, which gives your phone more comprehensive protection.<br><br>Question 4: Does the kickstand stick to the magnetic car mount holder?<br><br>Answer: Yes, it is built-in metal magnetic sheet for stable adsorption, which can be directly adsorbed to the magnetic car mount holder."
B07LG4B7VC,"LeYi Compatible with S4 Case, Galaxy S4 Case with Tempered Glass Screen Protector[2 Pack] for Girls Women, Glitter Sparkle Quicksand Phone Case for Samsung Galaxy S4, Teal/Purple",
B081ZMXR5J,S4 Case Galaxy S4 Phone Case with HD Screen Protector YmhxcY 360 Degree Rotating Ring Kickstand Holder Dual Layers of Shockproof Phone Case for Samsung Galaxy S4-ZS Rose Gold,
B07D5GQ7RD,Neutralyze Renewal Complex - Maximum Strength Acne Moisturizer Cream with Time-Released 2% Salicylic Acid + 1% Mandelic Acid + Nitrogen Boost Skincare Technology (3.4 oz),"Neutralyze Renewal Complex (3.4 oz)<br><br>Get a new lease on skin health thanks to Neutralyze Renewal Complex, a moisturizer cream for acne prone skin providing a continuous, time-released complex of beneficial skincare ingredients. This multi-functional anti acne & anti aging moisturizer cream provides an all-in-one solution for several concerns: keeps skin consistently exfoliated, hydrated, even-toned and acne-free. Reinvigorate your body from the inside out and regain the confidence that comes with having a renewed complexion!<br><br>- Maximum strength acne moisturizer cream with anti aging ingredients<br><br>- Begin to see an improvement in as little as 24 hours<br><br>- Time-released, medical grade 2% salicylic acid (B.H.A) + 1% mandelic acid (A.H.A.)<br><br>- Multi-Patented Nitrogen Boost Skincare Technology<br><br>- Low pH formulation with advanced oil control technology<br><br>- Corrects uneven skin tone, reduces the appearance of fine lines & wrinkles<br><br>- Keeps pores clean to prevent future breakouts<br><br>- Perfect for teens and adults, men and women + all skin tones<br><br>- Can be used on face, chest, back and body<br><br>- For dry, oily or combination skin<br><br>- Non-comedogenic, fragrance-free, cruelty-free (never tested on animals)<br><br>- Dermatologist recommended acne cream. cGMP/SOP compliant manufacturing facility, Made In USA.<br><br>- If you’re not happy with your results, email us directly for a 100% refund and keep the product as our gift.<br><br>Neutralyze Anti Acne Solution enhances your skin’s natural healing capabilities, rendering acne - and the inflammation and redness that accompany it - totally powerless. We’ve discovered the secret to treating moderate to severe acne: Advanced, science inspired medicine to bring skin back to a neutral state of clear, calm, even-toned, glowing health - the ultimate Zen for troubled skin."
